Date,Open,High,Low,Close
"Jul 21, 2017 17:00",1.1666,1.16825,1.16653,1.16757
"Jul 21, 2017 16:00",1.16549,1.16704,1.16537,1.16662
"Jul 21, 2017 15:00",1.16549,1.16581,1.16486,1.1655
"Jul 21, 2017 14:00",1.16467,1.16672,1.16453,1.16548
"Jul 21, 2017 13:00",1.16402,1.16522,1.16359,1.16468
"Jul 21, 2017 12:00",1.1642,1.16479,1.16354,1.16401
"Jul 21, 2017 11:00",1.16444,1.16515,1.16403,1.16418
"Jul 21, 2017 10:00",1.16467,1.16521,1.1638,1.16445
"Jul 21, 2017 09:00",1.16491,1.16582,1.16383,1.16463
"Jul 21, 2017 08:00",1.16388,1.16511,1.16359,1.16492
"Jul 21, 2017 07:00",1.16625,1.16736,1.16377,1.16387
"Jul 21, 2017 06:00",1.16397,1.16767,1.16367,1.16624
"Jul 21, 2017 05:00",1.16286,1.16401,1.16283,1.16401
"Jul 21, 2017 04:00",1.16283,1.16306,1.16254,1.16289
"Jul 21, 2017 03:00",1.16251,1.16298,1.16236,1.16284
"Jul 21, 2017 02:00",1.1629,1.16367,1.16244,1.16251
"Jul 21, 2017 01:00",1.16264,1.16297,1.16229,1.16285
"Jul 21, 2017 00:00",1.16282,1.16296,1.16188,1.16262
"Jul 20, 2017 23:00",1.16275,1.16318,1.16261,1.16282
"Jul 20, 2017 22:00",1.16323,1.16353,1.16244,1.16272
"Jul 20, 2017 21:00",1.16284,1.16348,1.16282,1.16323
"Jul 20, 2017 20:00",1.16285,1.16337,1.16239,1.16312
"Jul 20, 2017 19:00",1.16245,1.16306,1.16209,1.16285
"Jul 20, 2017 18:00",1.16288,1.16293,1.16174,1.16243
"Jul 20, 2017 17:00",1.16348,1.16377,1.16183,1.1629
"Jul 20, 2017 16:00",1.16335,1.16398,1.16271,1.16345
"Jul 20, 2017 15:00",1.16342,1.16467,1.16272,1.16333
"Jul 20, 2017 14:00",1.15618,1.16581,1.15618,1.16345
"Jul 20, 2017 13:00",1.15617,1.15737,1.15412,1.15618
"Jul 20, 2017 12:00",1.14847,1.15701,1.14791,1.15614
"Jul 20, 2017 11:00",1.15059,1.15132,1.14797,1.14849
"Jul 20, 2017 10:00",1.15034,1.1512,1.15004,1.15059
"Jul 20, 2017 09:00",1.1505,1.15075,1.14969,1.15039
"Jul 20, 2017 08:00",1.14999,1.15066,1.14957,1.15045
"Jul 20, 2017 07:00",1.15224,1.15229,1.15,1.15
"Jul 20, 2017 06:00",1.15114,1.15255,1.15089,1.15228
"Jul 20, 2017 05:00",1.15123,1.15127,1.15046,1.15116
"Jul 20, 2017 04:00",1.15067,1.1512,1.15063,1.15119
"Jul 20, 2017 03:00",1.15232,1.15271,1.1505,1.15065
"Jul 20, 2017 02:00",1.15163,1.15254,1.15143,1.15232
"Jul 20, 2017 01:00",1.15229,1.15263,1.15125,1.15163
"Jul 20, 2017 00:00",1.15288,1.15292,1.15229,1.15231
"Jul 19, 2017 23:00",1.15276,1.15329,1.15276,1.15288
"Jul 19, 2017 22:00",1.15173,1.15282,1.15171,1.15274
"Jul 19, 2017 21:00",1.1515,1.15185,1.15128,1.15174
"Jul 19, 2017 20:00",1.15171,1.15177,1.15127,1.15151
"Jul 19, 2017 19:00",1.15183,1.15196,1.15148,1.15178
"Jul 19, 2017 18:00",1.15168,1.15191,1.15131,1.15178
"Jul 19, 2017 17:00",1.15208,1.1523,1.15166,1.15169
"Jul 19, 2017 16:00",1.15177,1.15229,1.15141,1.1521
"Jul 19, 2017 15:00",1.15178,1.15297,1.15129,1.15177
"Jul 19, 2017 14:00",1.15238,1.1529,1.15098,1.15179
"Jul 19, 2017 13:00",1.15253,1.15365,1.15234,1.15237
"Jul 19, 2017 12:00",1.15301,1.15386,1.15239,1.15258
"Jul 19, 2017 11:00",1.15252,1.15305,1.15208,1.15297
"Jul 19, 2017 10:00",1.15297,1.15375,1.15236,1.15254
"Jul 19, 2017 09:00",1.15265,1.15375,1.15263,1.15295
"Jul 19, 2017 08:00",1.15203,1.15279,1.15149,1.15269
"Jul 19, 2017 07:00",1.15294,1.15391,1.15189,1.15201
"Jul 19, 2017 06:00",1.15427,1.15474,1.15287,1.15292
"Jul 19, 2017 05:00",1.15377,1.15378,1.15313,1.15327
"Jul 19, 2017 04:00",1.15387,1.15394,1.15366,1.15374
"Jul 19, 2017 03:00",1.15388,1.15398,1.15361,1.15385
"Jul 19, 2017 02:00",1.15422,1.15445,1.15389,1.15392
"Jul 19, 2017 01:00",1.15449,1.15454,1.15414,1.15423
"Jul 19, 2017 00:00",1.15478,1.15533,1.15431,1.15446
"Jul 18, 2017 23:00",1.15504,1.15525,1.15476,1.15477
"Jul 18, 2017 22:00",1.15536,1.15551,1.15502,1.15505
"Jul 18, 2017 21:00",1.15536,1.15568,1.15528,1.15538
"Jul 18, 2017 20:00",1.15574,1.15583,1.15528,1.1553
"Jul 18, 2017 19:00",1.15608,1.15618,1.15518,1.15571
"Jul 18, 2017 18:00",1.15624,1.15656,1.15558,1.1561
"Jul 18, 2017 17:00",1.15634,1.15646,1.15532,1.15626
"Jul 18, 2017 16:00",1.15781,1.15813,1.15584,1.15631
"Jul 18, 2017 15:00",1.15806,1.15825,1.15684,1.15781
"Jul 18, 2017 14:00",1.15798,1.15832,1.15727,1.15807
"Jul 18, 2017 13:00",1.15564,1.15816,1.15542,1.15799
"Jul 18, 2017 12:00",1.15502,1.15684,1.15453,1.15562
"Jul 18, 2017 11:00",1.15575,1.156,1.15451,1.15499
"Jul 18, 2017 10:00",1.15519,1.15642,1.15498,1.15575
"Jul 18, 2017 09:00",1.15253,1.15599,1.1519,1.15518
"Jul 18, 2017 08:00",1.15288,1.15323,1.15173,1.15256
"Jul 18, 2017 07:00",1.15265,1.15294,1.1511,1.15284
"Jul 18, 2017 06:00",1.15224,1.15317,1.15131,1.15269
"Jul 18, 2017 05:00",1.15275,1.15351,1.15186,1.15223
"Jul 18, 2017 04:00",1.15278,1.15304,1.15232,1.15276
"Jul 18, 2017 03:00",1.15291,1.15356,1.15263,1.15279
"Jul 18, 2017 02:00",1.15296,1.15382,1.15256,1.15292
"Jul 18, 2017 01:00",1.14852,1.15321,1.14852,1.15295
"Jul 18, 2017 00:00",1.14731,1.14867,1.14712,1.14848
"Jul 17, 2017 23:00",1.14768,1.14792,1.14732,1.14733
"Jul 17, 2017 22:00",1.14785,1.148,1.14757,1.14771
"Jul 17, 2017 21:00",1.14779,1.14805,1.14746,1.1478
"Jul 17, 2017 20:00",1.14819,1.14829,1.14776,1.14779
"Jul 17, 2017 19:00",1.14806,1.14848,1.1476,1.14826
"Jul 17, 2017 18:00",1.14775,1.14806,1.14757,1.14802
"Jul 17, 2017 17:00",1.14722,1.14808,1.14722,1.14779
"Jul 17, 2017 16:00",1.14692,1.14759,1.14688,1.14723
"Jul 17, 2017 15:00",1.14709,1.14773,1.14638,1.14693
"Jul 17, 2017 14:00",1.14672,1.1487,1.14659,1.14706
"Jul 17, 2017 13:00",1.1468,1.14681,1.1461,1.14673
"Jul 17, 2017 12:00",1.14637,1.1471,1.14606,1.1468
"Jul 17, 2017 11:00",1.14589,1.14704,1.14589,1.14637
"Jul 17, 2017 10:00",1.14589,1.14643,1.14549,1.14586
"Jul 17, 2017 09:00",1.14482,1.14603,1.14452,1.14594
"Jul 17, 2017 08:00",1.14412,1.14517,1.14396,1.14483
"Jul 17, 2017 07:00",1.14538,1.1458,1.14351,1.14411
"Jul 17, 2017 06:00",1.14614,1.14625,1.14467,1.14536
"Jul 17, 2017 05:00",1.14612,1.14632,1.14565,1.14611
"Jul 17, 2017 04:00",1.14636,1.14637,1.14584,1.14615
"Jul 17, 2017 03:00",1.14612,1.14657,1.14593,1.14633
"Jul 17, 2017 02:00",1.14613,1.14647,1.14566,1.14609
"Jul 17, 2017 01:00",1.14646,1.14674,1.14602,1.14617
"Jul 17, 2017 00:00",1.14741,1.14747,1.14639,1.14649
